Time,Country Name,GDP per capita growth (annual %) [NY.GDP.PCAP.KD.ZG],GDP per capita (constant 2015 US$) [NY.GDP.PCAP.KD],Exports of goods and services (constant 2015 US$) [NE.EXP.GNFS.KD],"Central government debt, total (% of GDP) [GC.DOD.TOTL.GD.ZS]",Total natural resources rents (% of GDP) [NY.GDP.TOTL.RT.ZS],Net official aid received (constant 2018 US$) [DT.ODA.OATL.KD],"Life expectancy at birth, total (years) [SP.DYN.LE00.IN]",Net investment in nonfinancial assets (% of GDP) [GC.NFN.TOTL.GD.ZS],"Foreign direct investment, net inflows (% of GDP) [BX.KLT.DINV.WD.GD.ZS]","Inflation, GDP deflator (annual %) [NY.GDP.DEFL.KD.ZG]"
2005,Bhutan,5.644230192,1489.211777,432840943.8,81.72261948,2.641792756,,65.289,10.41789447,0.7793433639,5.902775454
2005,Bolivia,2.574925411,2186.186679,6886494577,,11.72050672,,65.312,3.780897794,-2.498880031,5.940795568
2005,Burkina Faso,5.493492362,518.1678672,727621550.6,,6.324784155,,53.31,9.967472234,0.8481459342,3.739385397
2005,Burundi,-2.294461494,295.7371584,115037956.4,,26.46328696,,53.369,,0.05234042292,18.84158948
2005,Cabo Verde,5.43126348,2410.773812,,,0.5372805577,,70.424,8.114322833,8.283481402,-1.794883198
2005,Cambodia,11.48495836,695.3649707,3648692411,,1.7198481,,63.088,4.539468074,6.025383905,6.076678825
2005,Cameroon,-0.7067642377,1144.549765,4968968062,,8.326126538,,52.76,,1.357019882,0.748966068
2005,Central African Republic,-1.053217533,454.5074072,,,8.579298442,,44.744,,0.755217887,4.188437082
2005,Chad,13.12726855,676.1621123,,,38.65062378,,48.549,,-1.494028152,28.11193368
2005,Comoros,0.4171979797,1182.210978,56128736.33,,1.286908403,,60.126,,0.08547372772,0.3158816582
2005,"Congo, Dem. Rep.",2.808807555,363.6674775,4516315088,,23.08570995,,53.675,,1.504452594,29.86954662
2005,"Congo, Rep.",4.415301449,2171.443137,5136761537,,52.10988877,,55.6,6.46048549,12.0498446,32.49873951
2005,Cote d'Ivoire,-0.4070026936,1638.975172,,,5.376601151,,50.12,2.599937526,2.042272555,1.301305273
2005,Djibouti,,,,,0.5292497547,,57.991,,3.133262929,
2005,"Egypt, Arab Rep.",2.602210695,2830.350138,29551974765,,14.40444807,,69.434,3.744233983,5.999509006,6.212729509
2005,El Salvador,2.226812776,3126.484682,4985581959,56.21580632,0.4056136891,,70.124,3.550142538,3.477615671,4.267723845
2005,Eritrea,-1.302738235,,,,3.243441433,,58.707,,0.1303277564,7.623689359
2005,Eswatini,5.557738533,2902.772821,1792848610,,2.047049603,,42.518,,-1.442684672,6.556824034
2005,Ethiopia,8.733089642,310.4826498,,,23.27649649,,56.223,5.537996756,2.137800937,9.875511911
2005,"Gambia, The",-5.33865336,711.2819446,189328651.9,,2.613911014,,57.939,4.073619634,5.220410852,4.113805283
2005,Ghana,3.267291707,1130.459877,,,11.68351901,,58.719,8.822452776,1.349226451,14.9637183
2005,Guinea,0.9185097481,661.1025032,,,20.97428709,,53.238,,3.574989252,27.39084537
2005,Guinea-Bissau,1.828782902,562.3848559,,,13.27954471,,52.275,,1.480756025,5.80054673
2005,Haiti,1.947535378,1241.461177,450990912.7,,0.3544865195,,58.652,,0.3687967175,11.2996105
2005,Honduras,3.547847381,1980.986058,7419993316,,1.177890848,,72.026,2.779522322,6.160269033,7.279164158
2005,India,6.231949735,953.567973,196236164031,62.2265261,3.552230389,,64.5,0.47580966,0.8861007201,5.621903263
2005,Indonesia,4.289591484,2199.093914,111943603720,,9.731952449,,67.334,,2.916114843,14.33178708
2005,"Iran, Islamic Rep.",1.990106146,4634.010618,81978937552,,34.48467907,,71.917,6.423144389,1.275850911,20.1661916
2005,Kenya,3.044994854,1045.924722,7132305031,,4.0380771,,54.732,,0.1132020554,4.899649719
2005,Kiribati,2.881451911,1529.173179,,,0.0264881696,,64.478,,2.324020788,0.512072322
2005,"Korea, Dem. People's Rep.",,,,,,,68.389,,,
2005,Kyrgyz Republic,-1.29507487,820.7159801,1936316093,,3.078245913,,67.95609756,,1.730120209,7.128622279
2005,Lao PDR,5.441348218,1169.297128,1599030274,,6.463243042,,61.625,,1.013321328,8.640322479
2005,Lesotho,3.976062897,835.6097832,668842801.4,,3.430746507,,42.658,6.530291057,1.631137039,5.922842941
2005,Liberia,2.583517475,544.7939205,462297236.9,,19.88023089,,55.393,1.008316771,8.725196147,0.4900108649
2005,Madagascar,1.706699388,471.1950197,1509003166,,5.411862588,,61.212,,1.458008013,18.36382465
2005,Malawi,0.6177778566,289.0468576,,,6.716334036,,47.844,,3.821111993,10.74123602
2005,Mali,3.145556735,687.934849,2733500315,,2.768608458,,52.057,8.044736667,2.564510774,7.501710131
2005,Mauritania,5.516578455,1378.595272,1022635058,,15.28165019,,61.349,,27.65203618,14.58525917
2005,"Micronesia, Fed. Sts.",2.512008711,3022.795709,,,0.01013627077,,65.489,,,2.096994672
2005,Mongolia,5.978599392,2091.490812,,,16.71101477,,65.103,,7.434995704,20.09843877
2005,Morocco,2.084364684,2363.444447,22999905619,59.26999277,0.7360553376,,71.746,2.87259563,2.679705952,1.190540613
2005,Mozambique,3.610136919,383.7107749,2014549638,,8.092922157,,50.387,,1.433068963,7.191368662
2005,Myanmar,12.67468434,512.6353995,,,12.8992949,,61.607,5.351042187,2.221672522,19.1635299
2005,Nepal,2.172198936,617.7939891,1695227085,51.76462305,0.7926680535,,65.264,,0.03015629633,6.11939041
2005,Nicaragua,2.868073275,1573.04778,2475457243,,1.094831732,,71.195,4.173882915,3.814067387,9.867094176
2005,Niger,3.404276735,411.2001494,643963889.9,,7.15188618,,53.411,,1.135067623,8.584884443
2005,Nigeria,3.721623939,1948.048436,27827137391,,20.52187035,,48.252,,2.828830019,19.85849477
2005,Pakistan,4.100530677,1175.437453,26426033811,,2.107800394,,63.951,1.699322247,1.833321933,7.83976364
2005,Papua New Guinea,4.041770062,1887.673184,,,29.22165329,,60.534,,0.8215627627,12.18237926
2005,Philippines,2.97837094,2077.767983,51484529099,65.70974312,0.9305182137,,69.112,1.528286051,1.549060317,5.910893448
2005,Rwanda,7.401920541,456.590745,454931185.8,,5.906192674,,55.254,,0.2714672652,9.026829753
2005,Samoa,3.504504529,4033.237083,,,0.3096717796,,70.374,,0.8084026874,0.8560837951
2005,Sao Tome and Principe,4.552989743,1206.09518,,,2.723903153,,64.659,,11.47963977,18.55974123
2005,Senegal,1.676297833,1133.71699,2991156463,,1.978484386,,60.62,,1.517208586,4.706135282
2005,Sierra Leone,0.587581535,471.8881603,278190996.6,,9.808551805,,44.502,,5.497242011,16.62996047
2005,Solomon Islands,2.9870471,1826.661574,186004024.8,,10.39193503,,69.158,,0.1149404006,14.33087892
2005,Somalia,,,,,,,52.346,,,
2005,South Sudan,,,,,,,51.686,,,
2005,Sri Lanka,5.383795801,2244.821288,12400190172,90.60491311,0.1222589922,,74.695,3.590208995,1.116128543,10.41872675
2005,Sudan,4.535020873,1206.511932,157577074823,,17.42233726,,60.525,,5.887717869,8.624863759
2005,Syrian Arab Republic,3.115128419,,,,27.30528672,,74.43,,1.732563836,11.96643161
2005,Tajikistan,4.705231043,630.781964,,,0.6461098651,,66.08,,2.356037332,9.514324662
2005,Tanzania,4.489368363,637.005571,4918781073,,5.01083682,,54.349,,5.084614661,6.389613208
2005,Timor-Leste,0.6122199052,918.3741247,43212900,,,,63.882,,0.1964254888,1.81192556
2005,Togo,-7.110493621,467.8188481,997656897.3,,6.818588477,,54.602,4.028443344,4.207947387,5.876157758
2005,Tunisia,2.621322986,3131.542606,14791245406,52.42052972,4.562840755,,74.217,2.979627905,2.208393023,4.175835997
2005,Uganda,3.016791246,607.867939,1790396793,,13.81067726,,51.676,,4.110826068,-1.741185294
2005,Ukraine,3.75483753,2758.518075,87736879255,,4.742299284,,67.95682927,0.8029322867,9.0729597,24.19279532
2005,Uzbekistan,5.713013286,1462.97718,4914896474,,22.61001483,,68.407,,1.339156863,21.43086656
2005,Vanuatu,2.709450194,2621.912898,215100706,,0.5548296448,,68.35,,3.355164263,0.4195418969
2005,Vietnam,6.559631518,1273.345509,62669949210,,11.6194607,,74.092,,3.390403646,18.81051957
2005,West Bank and Gaza,8.482908417,2632.246274,1075600000,,0,,72.028,0.220505413,0.707064401,0.056219727
2005,"Yemen, Rep.",2.612533316,2536.188835,,,42.37946932,,63.481,,-1.803717414,18.48688033
2005,Zambia,4.471526273,918.310355,,,14.03796357,,48.496,5.692889777,4.284032189,16.65019907
2005,Zimbabwe,-6.154440866,1137.30318,3046957509,,8.532620563,,43.241,,1.786206014,5.136601077
2010,Afghanistan,11.26409057,547.3548959,,,0.6099805332,,61.028,31.40707892,1.203125109,3.814630317
2010,Algeria,1.746790655,3918.483934,43401072841,,26.28289197,,74.938,,1.426963279,16.1199983
2010,Angola,0.640263325,3988.623646,40798192744,,40.14246391,,55.35,8.499229144,-3.851110464,32.26344232
2010,Bangladesh,4.390962886,972.9096877,22616838572,,1.131255835,,69.881,1.695838647,1.068934861,7.144663025
2010,Belize,0.5088166823,4728.810405,914345842.3,81.32843003,5.353921435,,72.057,3.849504952,7.003447726,1.496221541
2010,Benin,-0.7114052681,988.6107889,2050588298,,3.42233007,,59.318,,0.561144748,0.8808856705
2010,Bhutan,10.77450932,2235.322677,719147473.2,56.21183125,5.305079262,,68.384,13.4811082,4.862689355,5.854311232
2010,Bolivia,2.429302282,2514.434826,7917424533,,9.332978322,,68.007,,3.165443564,8.777508989
2010,Burkina Faso,5.220991699,582.4157341,1931051251,,11.08609183,,57.096,11.04224152,0.3844922494,3.779618728
2010,Burundi,1.756244616,313.3118113,215346982.4,,23.8533749,,57.228,,0.03841191309,8.561551747
2010,Cabo Verde,0.2357449521,3010.722178,499687610.2,,0.4709535003,,71.062,,6.981903001,0.5050860419
2010,Cambodia,4.344632712,890.8520447,6019973787,,2.695956615,,66.56,9.410653919,12.49138118,3.12059287
2010,Cameroon,0.6194195507,1184.542037,5304247140,,7.500685495,,55.101,,2.049213528,1.909827788
2010,Central African Republic,3.458709217,531.7129976,198301656,,7.908126518,,47.312,7.112842376,2.871289225,4.211309311
2010,Chad,9.826018521,724.0305855,2530273045,,24.81900927,,50.89,,2.933979994,6.391195051
2010,Comoros,1.324944611,1208.480835,77158627.26,,1.593404987,,61.862,,0.9196698591,1.653439517
2010,"Congo, Dem. Rep.",3.59883861,404.1515359,5403946971,,25.92961769,,56.909,,12.71601409,20.78632515
2010,"Congo, Rep.",6.630090033,2421.709029,5524339950,25.48268447,47.00155316,,60.093,8.319331619,11.57729472,29.4176838
2010,Cote d'Ivoire,-0.3364150259,1634.832353,11660836518,,6.786996815,,52.964,2.779567541,1.439124272,5.38642329
2010,Djibouti,,,,,0.8381561809,,60.062,,3.234153297,
2010,"Egypt, Arab Rep.",3.080841972,3485.282198,47179129689,,9.005386494,,70.349,4.016575501,2.916016576,10.10686463
2010,El Salvador,1.672500961,3334.938874,5663038783,57.49428662,1.028742159,,71.21,1.495019493,-0.6134061928,2.647267169
2010,Eritrea,0.5658520744,,,,2.521877066,,62.193,,5.72501514,-16.2281997
2010,Eswatini,3.07449818,3305.206941,1818822176,,2.218148163,,46.601,,3.056255505,3.197175596
2010,Ethiopia,9.460612488,453.2988293,,,15.8141144,,61.627,5.878798143,0.9630306254,1.444572317
2010,"Gambia, The",2.78270338,753.1767906,173841314.5,,3.030324075,,59.637,,2.406600848,5.644330861
2010,Ghana,5.249330591,1364.325937,9676353353,,10.13288705,,61.03,6.283155401,7.849577869,16.59564479
2010,Guinea,2.471781262,689.2566887,2186582052,,15.29208035,,56.861,,1.478813385,16.10262625
2010,Guinea-Bissau,1.953241875,585.691609,192042976.4,,14.93073249,,54.628,,3.087523962,2.965353019
2010,Haiti,-5.267845113,1291.595555,679636202.5,,0.6770294045,,60.511,,1.526379025,6.583552063
2010,Honduras,1.652306417,2120.74289,7582019447,,2.362610618,,73.317,2.153826106,3.834605747,4.676043295
2010,India,7.04234767,1244.366016,326415137789,51.5919103,4.443014279,,66.693,0.1940409212,1.635034274,10.52603086
2010,Indonesia,4.812273068,2720.191622,151573997840,26.16615928,7.070380615,,69.205,1.166109381,2.025179138,15.26429366
2010,"Iran, Islamic Rep.",4.596441214,5332.108057,88329297086,,23.10421573,,73.905,,0.74957176,15.88262597
2010,Kenya,5.494072181,1163.896968,8271774474,,3.015425034,,60.959,,0.4451595132,2.091675657
2010,Kiribati,-2.85092617,1367.737108,16060893.97,,0.06233813578,,65.769,1.97976773,-4.229075715,1.178605664
2010,"Korea, Dem. People's Rep.",,,,,,,69.571,,,
2010,Kyrgyz Republic,-1.651752874,966.15073,2528789009,,9.863681684,,69.3,,9.860930707,10.03390355
2010,Lao PDR,6.780744305,1582.251394,2744796772,,14.82148845,,64.306,,3.91153219,9.196571112
2010,Lesotho,4.979321472,995.581359,928100815.1,,3.873272592,,45.1,12.31741282,0.4256784108,5.34302982
2010,Liberia,2.358236393,638.2735933,740644416.3,,18.36466184,,59.6,1.312669469,103.3373871,6.512001318
2010,Madagascar,-2.151865867,469.240612,2075376753,,5.808445183,,63.388,4.379667019,9.13867162,10.21854459
2010,Malawi,3.84969816,358.9409028,,28.03010955,5.943147876,,55.564,5.95663864,1.393898846,12.12717946
2010,Mali,2.039440592,731.5337969,2399056141,,7.669752347,,55.251,7.14935453,3.476134537,4.364999735
2010,Mauritania,-0.3399038931,1417.049466,1831833501,,28.8165813,,62.527,,2.318904272,22.34316873
2010,"Micronesia, Fed. Sts.",2.314039053,3084.75391,,24.15488134,0.02727328167,,66.471,18.58460835,0,3.602984573
2010,Mongolia,4.56205081,2659.006568,2420325714,,35.97524231,,67.38,5.213843542,23.52633713,39.17818796
2010,Morocco,2.485683535,2839.92612,28250244341,50.96249924,2.679945574,,74.382,3.761082655,1.330904482,0.9756216922
2010,Mozambique,3.620015654,479.8844861,3279840292,,11.14473715,,52.31,6.663828197,11.33266917,7.998617575
2010,Myanmar,8.875112035,839.1971076,9778960592,,5.872603726,,63.525,,1.749152055,7.043211894
2010,Nepal,4.313246945,731.6618133,1553157919,33.86252123,1.471390722,,67.611,3.868158511,0.5482946659,15.14693245
2010,Nicaragua,3.001203966,1679.004502,3840551949,,3.256908765,,72.428,1.986083623,5.593334702,6.139759838
2010,Niger,4.483449184,443.4295556,1135080981,,6.884379898,,57.333,,10.14669069,3.475043014
2010,Nigeria,5.15854535,2403.645256,44047664648,,14.7475269,,50.896,,1.667213359,16.34276633
2010,Pakistan,-0.6013014517,1238.873484,31461601529,,1.884956476,,65.264,2.150313352,1.141304858,10.85023946
2010,Papua New Guinea,7.631711064,2235.096323,,,20.8501007,,62.029,,0.2497503596,9.917161123
2010,Philippines,5.561000791,2433.008524,63945446410,50.19624148,2.010545291,,69.823,2.372479049,0.5136984595,4.370884364
2010,Rwanda,4.591583004,599.2074262,618906479.2,,6.483131364,,63.433,,3.531845673,3.185021247
2010,Samoa,-0.2725004762,4083.208732,,,0.4211738372,,71.663,,0.05073199511,4.89946188
2010,Sao Tome and Principe,4.013641084,1402.302102,,,3.974420691,,67.43,,25.73066517,12.47832429
2010,Senegal,0.593291218,1149.646473,3307387715,,2.951819752,,64.284,,1.687783497,1.60441579
2010,Sierra Leone,2.999993256,535.820735,325238701.2,,10.52886611,,49.382,,9.247547614,17.17711734
2010,Solomon Islands,6.007790541,2099.330817,288975698.8,,16.72027211,,70.674,,19.59392421,6.060150604
2010,Somalia,,,,,,,53.99,,,
2010,South Sudan,1.431457455,2352.416049,38051895945,,45.76522175,,54.8,,,12.92640243
2010,Sri Lanka,7.27905886,2950.390721,13232358321,71.58531844,0.187351776,,75.439,2.467355472,0.8418734112,22.79926063
2010,Sudan,0.8214835316,1489.874087,321679461856,,15.89585193,,62.764,,3.144301813,19.58057146
2010,Syrian Arab Republic,,,,,,,72.108,,,
2010,Tajikistan,4.198846064,783.5193787,,,1.157111001,,68.736,,1.664971583,12.46166773
2010,Tanzania,3.290225792,743.4036639,6037930020,,5.630513534,,58.584,2.536165797,5.663727899,9.42871625
2010,Timor-Leste,7.534874207,1184.136981,108529800,,,,67.186,32.07732895,3.439768822,10.83188329
2010,Togo,3.2767302,483.2360995,1159847827,,11.30762831,,57.468,5.934450723,3.646756262,0.6347473081
2010,Tunisia,2.444892243,3715.84187,18231706036,40.6626014,5.998778304,,75.041,2.438049624,3.029442784,3.814857446
2010,Uganda,2.324422695,764.4419332,3321796133,,8.137235288,,57.099,,2.047797745,5.637611638
2010,Ukraine,4.247708735,2965.139715,72191537688,29.96955564,7.600928851,,70.26536585,0.5677882718,4.742923548,13.92223081
2010,Uzbekistan,4.602330394,1998.425748,11300450485,,16.7930357,,69.672,,3.562023652,39.36864388
2010,Vanuatu,-1.299385225,2855.868093,286177554.5,,0.7966533303,,69.123,5.087697704,9.409297157,1.469890428
2010,Vietnam,5.364173555,1648.2618,91757428002,,9.925171486,,74.837,,6.9006118,12.0742957
2010,West Bank and Gaza,3.065654256,2927.08102,1639400000,,0,,72.788,0.07718448523,1.858607115,13.19631625
2010,"Yemen, Rep.",4.73290478,2722.521398,,,23.31720439,,65.549,,0.6103579271,23.61629202
2010,Zambia,7.129809157,1214.694994,,,18.66471896,,55.655,3.097029818,8.533196438,13.95091319
2010,Zimbabwe,18.06588271,1110.447012,2769347450,,7.110931566,,50.64,0.6095734248,1.018021731,4.098404937
2015,Afghanistan,-1.622857186,578.4663529,,,0.495307093,,63.377,18.51212271,0.8496793153,2.447563002
2015,Algeria,1.600493696,4177.886892,38460350139,,15.85764042,,76.09,,-0.324012289,-6.4557092
2015,Angola,-2.468737307,4166.979833,34572954934,,10.80155578,,59.398,4.074328339,8.630605234,-3.518386388
2015,Bangladesh,5.366866159,1248.45331,33820154153,,0.9343112923,,71.514,2.335941171,1.451287647,5.87277704
2015,Belize,0.4839122061,4770.232656,1013860999,,1.208047792,,74.034,,3.43376836,0.6108697852
2015,Benin,-1.004234539,1076.796702,2815204783,,4.304299508,,60.608,,1.315011821,0.8515042612
2015,Bhutan,5.348258203,2752.630172,689952056,93.96922832,4.028295413,,70.419,8.770982425,0.321968437,3.557068165
2015,Bolivia,3.282698885,3035.971655,10186598886,,3.767257349,,70.277,,1.68072788,-4.620602258
2015,Burkina Faso,0.9110757626,653.3272681,3089098203,,11.63285023,,59.919,7.161248822,1.959927164,-2.223954179
2015,Burundi,-6.886404541,305.549646,177973978.4,,15.53249535,,60.123,,1.598471493,21.33404254
2015,Cabo Verde,-0.2373874785,3043.031382,717082167.8,,0.7993970113,,72.117,,6.01649897,1.736266164
2015,Cambodia,5.411601387,1162.904995,11140147277,,1.817686573,,68.637,7.164144825,10.09866353,1.643673887
2015,Cameroon,2.855708478,1327.502561,6884615105,,6.104342717,,57.583,,2.244962678,0.1791471
2015,Central African Republic,3.663704303,377.422919,289437777.7,,12.66145709,,50.881,,0.1769049717,2.708263108
2015,Chad,-0.4907239682,776.0197523,3285310490,,13.19320091,,53.137,,5.110702989,-8.480017258
2015,Comoros,-1.230860462,1242.585682,97918675.94,,2.465839676,,63.471,,0.5110298392,-0.4921556332
2015,"Congo, Dem. Rep.",3.442618074,497.3170391,10512898981,,20.1170171,,59.254,,3.074342219,-1.155897721
2015,"Congo, Rep.",-5.916645656,2447.539308,5078447103,,17.34214591,,63.097,14.58676456,35.99449836,-17.59471155
2015,Cote d'Ivoire,6.131993634,1972.545683,12532872743,,3.29367335,,56.065,2.178207374,1.079150197,42.52076588
2015,Djibouti,5.894352044,2658.964207,3437846050,,0.6610107701,,64.136,,5.918318667,1.893052048
2015,"Egypt, Arab Rep.",2.093735793,3562.932658,43423180593,,4.178824435,,71.302,2.526699128,2.102581284,9.93088973
2015,El Salvador,1.911840823,3705.579704,6911040000,51.27840327,0.8507429829,,72.412,1.81788624,2.109978045,1.31017307
2015,Eritrea,,,,,,,64.664,,,
2015,Eswatini,1.368692374,3679.819798,1751537858,,3.282255677,,55.359,,0.7753070026,5.570651194
2015,Ethiopia,7.391468863,640.5419231,6047701985,,12.19036608,,65.048,,4.066488561,10.83654278
2015,"Gambia, The",0.9738868035,660.7235712,270072130.7,,5.558881778,,60.91,,5.22255549,9.720362427
2015,Ghana,-0.1700490524,1705.575082,15520745572,,10.89419915,,62.772,6.98773262,6.720829495,15.33356831
2015,Guinea,1.272744537,769.2554754,1890478301,,14.1138586,,59.598,,0.6057679336,2.972278349
2015,Guinea-Bissau,3.398630327,603.3993815,288714347.2,,19.87141771,,56.959,,1.772083037,12.10198866
2015,Haiti,0.2247244049,1389.119779,1747466877,,0.5721889672,,62.485,,0.7112960438,7.565236523
2015,Honduras,2.04738682,2302.204411,9475880830,,1.568462312,,74.495,2.113559829,6.275950434,6.932770369
2015,India,6.796759064,1605.605445,416787832622,,1.764172696,,68.607,,2.092115758,2.279588108
2015,Indonesia,3.555062495,3331.695115,182158299305,30.30912614,3.116901829,,70.768,2.147899941,2.297616387,3.98024266
2015,"Iran, Islamic Rep.",-2.611070513,4904.327315,76002457206,,15.81645541,,75.796,,0.5325346461,0.4292374088
2015,Kenya,3.116796581,1336.883265,10608329726,,2.960045209,,64.798,7.867565053,0.9681951961,10.02498136
2015,Kiribati,8.872649191,1542.616968,26736533.69,,0.07292428008,,67.291,3.93135399,-0.4790991971,3.483509391
2015,"Korea, Dem. People's Rep.",,,,,,,71.481,,,
2015,Kyrgyz Republic,1.75886441,1121.082835,2350024278,72.45655758,4.336878115,,70.65121951,6.166168087,17.13122863,3.4272875
2015,Lao PDR,5.656565664,2134.713062,4885880000,,5.53855992,,66.546,,7.489414791,2.348496006
2015,Lesotho,2.348069814,1146.064688,1012114657,,6.184519147,,51.038,12.24003108,8.751503436,10.20245278
2015,Liberia,-2.520465745,710.3840166,618531000,,19.75276888,,62.269,,7.32388519,1.049618321
2015,Madagascar,0.3908643271,467.2355537,3214678775,,8.61530173,,65.539,3.011980522,2.897276485,6.503730365
2015,Malawi,0.002104469507,380.5969877,,39.54223713,8.855925673,,61.953,4.91879171,4.514939411,20.53465854
2015,Mali,3.09991301,751.4728866,3150871338,,7.388938214,,57.509,6.773480836,2.10163835,2.883509375
2015,Mauritania,2.370760983,1524.071753,2085732182,,5.204353415,,63.936,,8.135857773,-4.793908578
2015,"Micronesia, Fed. Sts.",3.236354581,2906.617012,85658000,29.94314479,0.03219213495,,67.315,6.058385118,,-5.250358783
2015,Mongolia,0.3884633854,3918.587015,5363184215,,9.789107021,,69.111,4.108488245,0.8027473442,1.733009104
2015,Morocco,3.1031114,3222.054178,35210614176,,2.443517618,,75.726,0.2266309024,3.21498327,2.129048244
2015,Mozambique,3.740422053,589.85905,4957269488,,12.98765582,,57.206,,24.25152905,7.585855542
2015,Myanmar,6.180640124,1144.474341,13852127380,,6.481487634,,65.81,6.07030602,6.77346403,6.28737733
2015,Nepal,3.556335384,901.7496077,2488355029,,1.063146872,,69.515,3.648394395,0.2130295791,4.409045433
2015,Nicaragua,3.437775048,2049.851666,5113366206,,1.826249403,,73.649,2.378548606,7.580326424,7.587359254
2015,Niger,0.4183283655,484.2386326,1319536711,,9.804303593,,60.631,,5.466652319,2.267482379
2015,Nigeria,-0.02928230546,2687.480056,51923946713,,5.064158511,,53.112,,0.6294470344,2.863665122
2015,Pakistan,2.566467104,1356.667831,28690885215,,1.246643048,,66.577,,0.6183559727,4.110248659
2015,Papua New Guinea,4.461465034,2679.346579,,29.87537774,11.66608378,,63.466,3.171713344,0.9837723788,-1.231118417
2015,Philippines,4.681878505,3001.043182,83378041349,,0.7695480738,,70.644,2.476262917,1.84017849,-0.7196827897
2015,Rwanda,6.123834354,751.0773926,1130492668,,5.753198872,,67.45,11.29108558,1.898148511,0.486519455
2015,Samoa,3.577076528,4073.729164,223684831.5,,0.4025556403,,72.73,,3.408256055,4.244524539
2015,Sao Tome and Principe,1.977318631,1584.775657,,,3.412883358,,69.377,,8.834880294,5.006138669
2015,Senegal,3.421501485,1219.249415,4030818402,,3.491946114,,66.747,6.903460668,2.301949354,1.06978462
2015,Sierra Leone,-22.3120965,588.2288628,816852288.8,,10.57136024,,52.941,,5.98370116,18.86476336
2015,Solomon Islands,-1.283749071,2167.119928,524972519.5,6.741989297,16.67728424,,72.173,10.79166684,2.465280133,3.559290371
2015,Somalia,0.6620188545,293.4551719,1037964070,,,,55.92,,7.483586362,8.607155242
2015,South Sudan,-12.13179836,1119.651437,4397355863,,11.1791739,,56.855,,0.001250229129,17.68933214
2015,Sri Lanka,4.046239566,3843.780672,16937418652,77.65039412,0.1233907726,,76.316,2.859763042,0.8432025258,0.6490422846
2015,Sudan,1.536015539,2019.498879,4191964641,,3.46480381,,64.429,,2.681373006,8.541125
2015,Syrian Arab Republic,,,,,,,69.908,,,
2015,Tajikistan,3.477382997,978.4049812,,,2.326215851,,70.137,,5.48890562,6.88571276
2015,Tanzania,3.027500479,871.9982814,8104067362,,5.336143654,,63.111,0.4141805429,3.178702889,7.591364023
2015,Timor-Leste,1.020861218,1332.791772,48508500,,81.94996236,,68.459,20.33983927,2.696638783,7.048483335
2015,Togo,3.069176647,570.9099672,1498688203,,12.72800872,,59.927,11.23540635,6.167622343,3.479625824
2015,Tunisia,0.1093513665,3861.6924,17302355220,,2.403928254,,75.922,,2.247955745,3.521539112
2015,Uganda,1.572254863,843.6295453,4170603010,,10.84130909,,61.373,3.70311916,2.287427053,5.187859863
2015,Ukraine,-9.443804593,2828.885069,47880172307,70.25883762,2.689199011,,71.1895122,0.1357978501,-0.4053565976,38.88163909
2015,Uzbekistan,5.589790004,2615.025134,12548905306,,7.572963995,,70.928,2.059575697,1.272122464,10.42054403
2015,Vanuatu,-2.308669357,2695.666186,336446180,,0.7845490656,,69.869,1.336992355,4.244423917,5.858486741
2015,Vietnam,5.570525948,2085.101349,173490415458,,4.206112896,,75.11,,6.106361156,-0.1907881321
2015,West Bank and Gaza,1.372585088,3272.154324,2244300000,,0,,73.442,0.2553051901,0.7510358039,-3.707013017
2015,"Yemen, Rep.",-29.82714464,1601.830063,,,2.105148678,,66.085,,-0.03638772788,46.47625123
2015,Zambia,-0.1879500125,1338.290927,7892388634,49.40732682,11.16358183,,61.737,3.090411766,7.44741669,6.659292114
2015,Zimbabwe,0.1005754806,1445.069702,3824969000,,4.561980836,,59.534,,1.999687364,0.6078139191